V1,V2,Dennis Cliff Smith,
Jesus Lopez Jr,"Dallas, TX",Texas,
Steve Cremer,"Arlington, TX",Texas,
Bryanna,"Cullowhee, NC",North Carolina,
"Â©¨¹¦Â©â¨¹¦¬""Orlando"," FL""",Florida,
Tyler Camp,"Midwest City, OK",Oklahoma,
Geo305,"Miami, FL",Florida,
John Upshaw,"Christiana, TN",Tennessee,
Brian Stinnett,"Louisville, KY",Kentucky,
VinMan,"Philadelphia, PA",Pennsylvania,
Travis K White'Jr,"Houston, TX",Texas,
Sydney Stone,"Raleigh, NC",North Carolina,
Jai Quince,"Winston-Salem, NC",North Carolina,
__________,"Chicago, IL",Illinois,
Steventually,"Tyler, TX",Texas,
"Isaiah JacobsÂ©¨¹¦Â©â¨¹¦¬""Owasso"," OK""",Oklahoma,
Ellis Williams,"Tulsa, OK",Oklahoma,
Hadley Knight,"El Dorado, KS",Kansas,
Ben Paquin,"Clearwater, FL",Florida,
Bryan Phan,"Richardson, TX",Texas,
J. Stoll,"Darien, IL",Illinois,
T,"Los Angeles, CA",California,
Mike Hancho,"Huffman, TX",Texas,
RyNo,"Vancouver,WA ",Washington,
Jacoby Thornsbury,"Williamson, WV",West Virginia,
Drew Piscopo,"West Jefferson, NC",North Carolina,
Adam Xavier,"Corpus Christi, TX",Texas,
Arvis Miller,"Dallas,TX",Texas,
Matt White,"Tampa, FL",Florida,
NickBrackney,"Allen, TX",Texas,
Anthony Taylor,"Omaha, NE",Nebraska,
Sam Crews,"Albuquerque, NM",New mexico,
M.P400,"Dallas, TX",Texas,
PM,"Southlake, TX",Texas,
Chris,"Anaheim, CA",California,
Spencer Higginbotham,"Royse City, TX",Texas,
Austin Hakkarainen,"Grove City, OH",Ohio,
Mikey^2,"Garland, TX",Texas,
"Wonderfully MadeÂ©¨¹¦Â©â¨¹¦¬""Dallas"," TX""",Texas,
=0¢ÏO =0¢ÏO(',"Chicago, IL",Illinois,
Coro,"Las Colinas, TX",Texas,
Jaxon (7-8),"Tulsa, OK",Oklahoma,
Matt Smith,"Kennett, MO",Missouri,
"BagzÂ©¨¹¦Â©â¨¹¦¬""Atlanta"," GA""",Georgia,
Marc,"Chiraq, Illinois",Illinois,
Andrew Christie,"St Albans, VT",Vermont,
O'Ryan,"Houston, TX",Texas,
Kelly R Dearmore,"Dallas, TX",Texas,
Kirk Chapline,"Arlington, TX ",Texas,
"Tyrik Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Phoenix"," AZ""",Arizona,
Manny Mendez,"Ventura, CA",California,
Myrone Cromwell,"San Diego, CA",California,
Rahul Abhyankar,"Dallas, TX",Texas,
Myron B. Pitts D',"Fayetteville, NC",North Carolina,
Tom DeSantis,"Baltimore, MD",Maryland,
Cavan Wilcox,"Aubrey, TX",Texas,
Big Blue,"Dallas, TX",Texas,
Conner Ramirez,"The Colony, TX",Texas,
Ryan Blue,"Corsicana, TX",Texas,
Anthony,"Houston, TX",Texas,
Reed Kendall,"Philadelphia, PA",Pennsylvania,
Andrew Cabatingan,"Boston, MA",Massachusetts,
Richard Hersey,"Rice, Texas",Texas,
Billy Bergins,"Newark, NY ",New York,
John Harper,"North Las Vegas, NV",Nevada,
Peezy Raw,"Brunswick, GA",Georgia,
Dane Ross,"Dimmitt, TX",Texas,
Michael Sepulveda,"Chattanooga, TN",Tennessee,
Sid|deeq 21 Average,"Philadelphia, PA",Pennsylvania,
Brenden (5-10),"Lake Tapps, WA",Washington,
Aaron Park,"Allen, TX",Texas,
Dakota,"Vandalia, IL",Illinois,
Donta Henderson,"Pittsburgh, PA",Pennsylvania,
Graham,"Dwight, IL",Illinois,
"Navdeep Singh ,&","Centreville, VA",Virginia,
Peyton York,"Shelbyville, KY",Kentucky,
Mike Elizondo,"WEST DALLAS, TX",Texas,
Pelicans Brazil 8-7,"New Orleans, LA",Louisiana,
Yates,"Dallas, TX",Texas,
"SlaterMcFly!Â©¨¹¦Â©â¨¹¦¢"",Louisville"," KY""",Kentucky,
Anthony M,"St. Louis, MO",Missouri,
Jhabhari Edwards,"Houston, TX",Texas,
juan,NJ,New jersey,
Riley Erickson,"Rochester, WA",Washington,
P's,"Jacksonville, FL",Florida,
Ron Tillman,"Atlanta, GA",Georgia,
apple 5,"Mission, TX",Texas,
"L A T E E F Â©¨¹¦Â©â¨¹¦¬""Trenton"," NJ""",New jersey,
Jay Gray,"Charlotte, NC",North Carolina,
.,"Las Vegas, NV ",Nevada,
Kenny,"Egg Harbor Township, NJ",New jersey,
Salman Islam,"Midland/Austin, TX",Texas,
David Green,"Dallas, TX",Texas,
Channing Carrington,"Raleigh, NC",North Carolina,
Pitt,"Memphis, TN",Tennessee,
Alex Hostettler,"London,KY",Kentucky,
Michael Jackson,"Portland, OR",Oregon,
Krisskross,"Bamberg, SC",South carolina,
ZKC80&,"Pflugerville, TX",Texas,
Sam Crystal,"Los Angeles, CA",California,
DjNBA,"New York, NY",New York,
Larry,Maryland,Maryland,
Taylor Heintz,"Kansas City, MO",Missouri,
Sammy Guzman,"Sachse, TX",Texas,
Luis O. Antongiorgi,"Cleveland, OH",Ohio,
Jay Lee,"Richmond, VA/ Raleigh, NC",North Carolina,
Ryan Turner,"Ft. Worth, TX",Texas,
Colton Jack,"Dallas, TX",Texas,
Conner Thompson,"Houston, TX",Texas,
"Dallas Mavericks Â©¨¹¦Â©â¨¹¦¬""Dallas"," TX""",Texas,
Orlando,"Cleveland, OH",Ohio,
Alex Gruber,"Mars, PA",Pennsylvania,
Jeffrey Witherspoon,"Shavano Park, TX",Texas,
Oliver Petersen,"New York, NY",New York,
Steve,"Fayetteville, NC",North Carolina,
World Series Champ,Texas,Texas,
H4HUS,"Bedford, NY & Cameron, NC",North Carolina,
Hektuhh,"Dallas, TX",Texas,
Caden Cooper,"San Antonio, TX",Texas,
Yanni Ballis,"Lake Forest, IL ",Illinois,
Riley,"Colorado Springs, CO",Colorado,
~,"We out here, TX",Texas,
Josh,"Milwaukee, WI",Wisconsin,
dilip,"Ithaca, NY",New York,
Will Mullinix,"Raleigh, NC",North Carolina,
Saul Silver,"Cloud 9, TX",Texas,
Trip Carrico,"Little Rock, AR",Arkansas,
Coach Miller,"Waxahachie, TX",Texas,
Gary Hagan,"Dallas, TX",Texas,
Tydrick Dickerson,"Ennis, TX",Texas,
calvin roszak,"Chicago, IL",Illinois,
Mr Pantone,"Boston, MA   New York, NY",New York,
Curry,"Elberton,Georgia",Georgia,
Dwight Priest,"Rock Hill, SC",South carolina,
Olivia Hall,"Lock Haven, PA",Pennsylvania,
Donald Carroll,"Broken Arrow, OK",Oklahoma,
BadAzz,"Orlando, FL",Florida,
Noah,"Detroit, MI",Michigan,
Brandon Nales,"New York, NY | Los Angeles, CA",California,
Antoine carlyle,"Waynesboro, GA",Georgia,
Nikitas Handrinos,"Stamford, CT",Connecticut,
Michael Atkinson,"Raleigh, NC",North Carolina,
John R. Sigety,"Dallas, TX",Texas,
Ross Nerison,"Robbinsdale, MN",Minnesota,
Chase,"Ft Worth, TX ' Stillwater, OK",Oklahoma,
TSMITY,"New York, NY",New York,
Ginny,"Dallas, TX",Texas,
B.T.,"Philadelphia, PA",Pennsylvania,
Ashley G,"Saginaw, Texas",Texas,
michelle,"Chicago, IL",Illinois,
Zach,MN,Minnesota,
Jav,"Somewhere,TX",Texas,
Youngbull_jayy,"Fayette, MS",Mississippi,
Osjuone Hall,"Indianapolis, IN",Indiana,
"TelloÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Chicago", IL' Atlanta," GA""",Georgia
john,"Lubbock, TX",Texas,
Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦ÂULLETCLUB956,"Edinburg, TX",Texas,
Colten,"Garland, TX",Texas,
Jesse Perez,"Dallas, Texas",Texas,
reggie mcfly,"San Jose, CA",California,
Intellectual Killah,Atlanta,Atlanta,
Richard Starr,"Cleveland, Ohio ",Ohio,
Dre Songz,"Oakland, CA",California,
John,"Grapevine, TX",Texas,
Eric Robach,"Irondequoit, NY",New York,
Brandon Simpson,"Arlington, TX",Texas,
Brandon D. Madden,"Dallas,TX",Texas,
Logan,"Lubbock/Mckinney, TX",Texas,
J Dogg,"Dallas, USA Oak Cliff, TX",Texas,
Gabriel Mana,"Manhattan, NY",New York,
keller crawford,"Lubbock, TX",Texas,
Erik,"Santa Barbara, CA",California,
C$.[&,"Gardena, CA",California,
Bryan Savens,"San Antonio, TX",Texas,
Scotty Dye,"Abilene, TX",Texas,
David Scheid,"Clinton, IL",Illinois,
Dorian,"Fayetteville, NC",North Carolina,
Sean Baker,"Fort Worth, Texas",Texas,
Justice Yao,"Pearland, Texas ",Texas,
Christopher,"Lewisville, TX",Texas,
Christian Oseguera,"Flower Mound, TX",Texas,
Mr2keveryday 2K17,"Houston, TX",Texas,
Demetrius Robinson,"Watertown, NY",New York,
Clint Bolt,"McKinney, TX",Texas,
John Risinger,"Savage, MD",Maryland,
Nikhil Patel,"Allen, TX",Texas,
Carlos Ortiz,"San Marcos, TX",Texas,
Darrell Fisher,"Charlotte, NC",North Carolina,
AW deHaas,"Dallas, TX",Texas,
"FMB_LITOÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Battle Creek"," MI""",Michigan,
Maria Lamothe,"Chicago, IL",Illinois,
Drew,"MCB Quantico & Stafford, VA",Virginia,
Diamond Ruffin,"Raleigh, NC",North Carolina,
Markell,"Augusta, GA",Georgia,
Kris Costello,"South Central, LA",Louisiana,
J,"USA/Philadelphia, PA",Pennsylvania,
Casey Stern,"North Buckhead, Atlanta",Atlanta,
Andres Castillo,"DALLAS,TX",Texas,
Austin White,"Justin, TX",Texas,
Aaron Jones,"Keller, TX",Texas,
Tanner Haynes,"Burleson, TX Â¨ Emporia, KS",Kansas,
J.T.F,"Tyler, TX",Texas,
Peppa&&,"Winona, MS",Mississippi,
Trevor Frank,"Houston, TX",Texas,
Jeffrey Sandoval,"Bellevue, NE",Nebraska,
Angela,Texas,Texas,
jamie,"Boston, MA",Massachusetts,
U N D E R R A T E D,"Chicago, IL",Illinois,
David Brown,Texas,Texas,
Johnathan Ontiveros,"Grand Prairie, TX",Texas,
"Co!Â©¨¹¦Â©â¨¹¦¬""New Orleans"," LA""",Louisiana,
AnthonyP&,"Dallas, TX",Texas,
casey buscher,"Lubbock, TX",Texas,
Mark Clements,"Garland, Texas",Texas,
LaJeremiah Ball,"Long Beach, CA",California,
"HEAVYÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Los Angeles"," CA""",California,
Yung Simba,"Louisville, KY",Kentucky,
MainTain9,"Lumberton, NC",North Carolina,
WereWolf D_O,"Philadelphia, PA ",Pennsylvania,
"chrstphrÂ©¨¹¦Â©â¨¹¦¬""South Bay"," CA""",California,
Silky Ash Williams,"New Orleans, LA",Louisiana,
Noella Harrie,"Victorville, CA",California,
Jacob Waymon,"Conway, AR",Arkansas,
$ham,Washington,Washington,
Laurence Smith,"Maywood, IL",Illinois,
deshone drakeford,"Paterson, NJ",New jersey,
Jay Lewis,"Los Angeles, CA",California,
Devin,"Denver, CO",Colorado,
Camilla,"Raleigh, NC",North Carolina,
JusMic,Boston,Boston,
Jamel S.,"Tucson, AZ",Arizona,
Drake Rufus.,"Forest, VA",Virginia,
Chase Davis,"Dallas, Texas",Texas,
Jearanch,"Montebello, CA",California,
Jeremy Scates,"Nashville, TN",Tennessee,
Tommy,"McAllen, TX",Texas,
Eli,"Rancho Cucamonga, CA",California,
Robert Nusser,"Dallas, TX",Texas,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Queens"," NY""",New York,
Andrew Cook,"Drexel, NC",North Carolina,
TeylorJ,"Detroit, MI",Michigan,
III,"Denton, TX",Texas,
Sterling Cole,"Houston, TX",Texas,
Carter House,"Hagerstown, Indiana",Indiana,
"PG 14 Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹
 B&","Phoenix, AZ",Arizona,
Missy Doll,"Las Vegas, NV",Nevada,
J a c k,"Clovis, CA",California,
Armando Camacho,Texas,Texas,
carlos bradley,"Dallas, TX",Texas,
Cristiano Rios,"Lubbock, TX",Texas,
Lili Binetti,"Pflugerville, TX",Texas,
Jesus Chavez lll,"Fort Worth, TX",Texas,
Shiddy,"Los Angeles, CA",California,
"ZackÂ©¨¹¦Â©â¨¹¦¬""Portland"," OR""",Oregon,
Matthew Chigi,"Los Angeles, CA",California,
Logan Blanchard,"Willard, Ohio",Ohio,
Patrick McGing,"Park Ridge, IL",Illinois,
Na-lee-yuh,"Dallas, TX",Texas,
Elijah,"Minneapolis, MN",Minnesota,
King James,"Fayetteville, NC",North Carolina,
Mathew Miller,"Freeport, IL",Illinois,
Grant Pearson,"Chesterton, IN",Indiana,
Andres Camilo,"Houston, TX",Texas,
Kaan Erel,"Boston, MA",Massachusetts,
Angie Mejia,"Dallas, TX",Texas,
TRIGGA,"Honolulu, HI",Hawaii,
Isaiah,"Dallas, TX",Texas,
Xavier,"New York City, NY",New York,
Pete Retweet,"Orono, ME",Maine,
Mitch Andress,"Sarasota, FL",Florida,
Alan Williams,"Keller, TX",Texas,
Devin Richards,"West Hartford, CT",Connecticut,
LaMike Ball,"Tampa, FL",Florida,
Gary Maynard,"Biscoe, NC",North Carolina,
G Brar,"Chicago, IL",Illinois,
Alix Jay,"Mabank, TX",Texas,
Cameron DeLand,"Denton, TX",Texas,
Zaeway,"Fayetteville, NC",North Carolina,
kyra philbrick,"Grovetown, GA",Georgia,
ev,"Tempe, AZ",Arizona,
Shumaail Noorali,"Dallas, TX",Texas,
Kyle Mahaffey,"Reno, NV",Nevada,
Jack Moch,"Orlando, FL",Florida,
logi,"Fort Worth, TX",Texas,
Micheal Hester,"Dallas, TX",Texas,
Trey Pappenheim,Colorado,Colorado,
K.no.E,"Conroe, TX",Texas,
brock smalley,"Midlothian, TX",Texas,
Luke Annen,"Crystal Lake, Illinois ",Illinois,
King Jewels,"Dallas, TX",Texas,
Garrett Leake,"Dallas, TX",Texas,
"kenny the one with neon guts Â©¨¹¦Â©â¨¹¦¬""Knoxville"," TN""",Tennessee,
Sweetness,"Chino, CA Â¨ Roy, UT",Utah,
"BbÂ©¨¹¦Â©â¨¹¦¬""Jacksonville"," FL""",Florida,
Kasie Theus,"Memphis, TN",Tennessee,
Noah Scott,"Moorefield, WV",West Virginia,
Billy Riddle,"Arlington, Texas",Texas,
T.Lr0r0,"Martinsburg, WV",West Virginia,
HB Zae,"Fayetteville, NC",North Carolina,
Aaron,"Wilmer, TX",Texas,
Trace,"Detroit, MI",Michigan,
"FYAYBYIYAYNY Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Vinton","Louisiana""",Louisiana,
"marcoo!""","Mesquite, TX - Austin,TX",Texas,
Hugo Vo$$,"Dallas, TX",Texas,
Saad Rehman,"McKinney, TX",Texas,
Alexxx,"Norwalk, CA",California,
lilmaverick,"Augusta, GA",Georgia,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Decatur"," GA""",Georgia,
MKE  Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹ CW,"Milwaukee, WI",Wisconsin,
Karan James,"Glenview, IL",Illinois,
"BCM Dre Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Pine Bluff"," AR""",Arkansas,
Julio,"Dallas, TX",Texas,
Neil Coffman,"Mesquite, TX",Texas,
Cassidy Pate,"Wake Forest, NC",North Carolina,
Torjanaa,"Augusta, GA",Georgia,
Javar Stevens,"Chicago, IL",Illinois,
HighLife &,"Providence, RI",Rhode island,
fabio,"Dallas, TX",Texas,
##Wedemboyz##,"North Charleston, SC",South carolina,
Jackson Deaver,"Fayetteville, NC",North Carolina,
Darryl Brown,"Cleveland, OH",Ohio,
GabbyRogalevich,"Chicago, IL",Illinois,
Sean Khan,"Bronx, NY",New York,
kevious middlebrooks,"Lincoln Park, GA",Georgia,
J Walton,"Houston, TX",Texas,
Robert Smart,"New Braunfels, TX",Texas,
Mike Berberich,"Dallas, TX",Texas,
YoungLatti,"Quincy, IL",Illinois,
Jr.,Texas,Texas,
Jason Skalski,"East Aurora,  NY",New York,
Fuego James,"Dallas, TX",Texas,
Urban Outdoorsman,"Raleigh, NC",North Carolina,
Local Snack,"Fort Worth, TX",Texas,
Cole Sundlof,"Boulder, Colorado",Colorado,
Lavardi Mance,"Buffalo, NY",New York,
Zee6 ,"Monroe, LA",Louisiana,
Clayton H,"Seattle, WA",Washington,
Evan O'Neill,"San Diego, CA",California,
rckless,"Wake Forest, NC",North Carolina,
Jordan Crosby,"Plano, TX ",Texas,
Phoenix,"Arlington, TX",Texas,
Kile,Sacramento,Sacramento,
Colin Hobbs,"Las Vegas, NV",Nevada,
"PmoeÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Augusta"," GA""",Georgia,
Ridge Walker,"Houston, TX",Texas,
Josh Bryant,"Plano, TX",Texas,
Chad K,"Fargo, ND",North Dakota,
Isaiah Beaudry,"Long Beach, CA",California,
Dylan Weimer,"North Richland Hills, TX",Texas,
Jalon Bethea,"Durham, NC",North Carolina,
Panthers Basketball,"Frisco, TX",Texas,
David Davalt,"Austin, TX",Texas,
tayler dunlap,"Austin, TX",Texas,
"dame sok Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Lynn"," MA""",Massachusetts,
Dennis M. Sullen,"Florence, SC",South carolina,
Lu Fasco =0¢¼ ,"Augusta, GA",Georgia,
paul,NJ,New jersey,
Hall,"Bolivar, MO",Missouri,
ps,Texas,Texas,
Brandon,"The City Beautiful, FL",Florida,
Connor,"Dallas, TX",Texas,
"Dee!""","Los Angeles, CA",California,
Anthony Bloodain,"Ft Worth, TX",Texas,
IssaKnifeBlood,"Atlanta, GA",Georgia,
Daniel,"Morton, IL",Illinois,
Ghiahoffarth,"Fayetteville, NC",North Carolina,
"yk.AlexÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Macomb"," MI""",Michigan,
Akeem Bennett,"Bronx, NY",New York,
Cindy Cunningham,"Daytona Beach, FL",Florida,
Shing Ng,Texas,Texas,
Michael J. Hill II,"Fort Myers, FL",Florida,
Agustin Ramirez,"Austin, Texas",Texas,
Don Garrett,"Charlotte, NC",North Carolina,
Jon Aegon Targaryan,"Bay Area CA, ' Las Vegas, NV",Nevada,
Tristan,"Brooklyn, NY",New York,
DarrylBlairDFWSports,"Dallas, TX",Texas,
7  Shantas Nixon,"Tallahassee, FL",Florida,
Isaac Palikodath,"Lodi, NJ",New jersey,
El Jfe,"Radford, VA",Virginia,
"meechÂ©¨¹¦Â©â¨¹¦¬""Los Angeles"," CA""",California,
JaviP,"Dallas, TX",Texas,
Roger Bullard,"Beaver Dam, NC",North Carolina,
Danny Hampton,"Denton, TX",Texas,
Jason Santos,"Fort Stewart, GA",Georgia,
Roc Waites,"Fort Worth, TX",Texas,
Mark Hazzard,"Jacksonville Beach, FL",Florida,
Nick Jones,"Garner, NC",North Carolina,
KJ Karanja Jr.,"Blaine, MN",Minnesota,
RoyceWall58,"Ruston, LA",Louisiana,
Sterling Moore,"Goshen, KY",Kentucky,
"Gavin BasketballÂ©¨¹¦Â©â¨¹¦¢"",Adairsville"," GA""",Georgia,
Max Barrett,"Omaha, NE",Nebraska,
"ReyÂ©¨¹¦Â©â¨¹¦¬""Brush"," CO""",Colorado,
Metro City Hoops,"Memphis, TN",Tennessee,
Tory J Blain,"Eagle Mountain, UT",Utah,
Matt Fuller,"Tulare, CA",California,
James (GB 5-5),"Medina, OH",Ohio,
Harrison Hayse,"Winston-Salem, NC",North Carolina,
Aivan Le'Villamayor,"Las Vegas, NV",Nevada,
Ettesaf Yahia,"Irving, TX",Texas,
Pj reidout,"Bakersfield, CA",California,
Travis Riffey,"Fargo, ND",North Dakota,
David McGarvey,"Denver,CO",Colorado,
TheRealLilYoutubee,"Jackson, MS",Mississippi,
Matthew D,"Lubbock, TX",Texas,
Justin Gay,"Houston, TX",Texas,
CountryRich Tob,"Okahumpka, FL",Florida,
Alex Keys,"Gilbert, AZ",Arizona,
Curran Pelletier,"Millis, MA",Massachusetts,
Robert Boyd,"Clarksdale, MS",Mississippi,
Anthony Treppiccione,"Arlington, Texas",Texas,
Kingsley,"Arlington, Texas",Texas,
Chris,"Baltimore, MD",Maryland,
Denzell Newsome,"Arlington, TX",Texas,
Xavier Rios,"Orlando, FL",Florida,
Kristian Smith,"Liberty, MO",Missouri,
kev,"Lakeland Heights, TX",Texas,
Nick Ross,"Corvallis, Oregon",Oregon,
Marcus Tidwell,"Kennedale, TX",Texas,
Kevin Rizzo,"The Woodlands, TX",Texas,
B L K M G O e&,"West Louisville, KY",Kentucky,
Ryan,"Brownwood, TX",Texas,
Russell Chappell,"Bowie, TX",Texas,
Andy Pappas,"Salem, OH",Ohio,
Max Jawn,"Danielson, CT",Connecticut,
suce phroh,"Urbandale, IA",Iowa,
Joshua Morales,"Santa Paula, CA",California,
Taajh Waters,"Portsmouth, VA",Virginia,
T.y.c.h.i.c.u.s.,"Twin Falls, ID",Idaho,
Ill Will,"Dallas, TX",Texas,
Michael Danser,"St Louis, MO",Missouri,
Miles Calloway,"Dallas, TX",Texas,
CoachLew,Jackson,Jackson,
rod bangert,"Leland, NC",North Carolina,
/'Keenan Watson/',"Port Arthur, TX",Texas,
Mickey,"Tucson, AZ",Arizona,
Koby Barnett,"Buena Vista, MI",Michigan,
FORVERTRULY69,"High Point, NC",North Carolina,
Brandon X. Ingram,"Los Angeles, CA",California,
Steven Cardona,"Tampa, FL",Florida,
Kenneth Allen,"Middlesex, NC",North Carolina,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Fort Worth"," TX""",Texas,
Thanks Ugly Dev,"Denton, TX",Texas,
"Â©¨¹¦Â©â¨¹¦ÌIL-TÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Lakeland"," FL""",Florida,
Malik Burnett,"Raleigh, NC",North Carolina,
R,"San Diego, CA",California,
JUICE'Â©¨¹¦Â©â¨¹¦Ôimezz,"North$ide, GA",Georgia,
Jonathan ~|Jonny|~,"Davis, CA",California,
"Stalkin  Cash Â©¨¹¦Â©â¨¹¦¬""Ensley"," Alabama""",Alabama,
Daniel Gamez,"Lubbock, TX",Texas,
Derek Taylor,NC,North Carolina,
Joseph hyland,"Nashville, TN",Tennessee,
"b Â©¨¹¦Â©â¨¹¦¬""Wilson"," NC """,North Carolina,
Sam,"Parlin, NJ",New jersey,
James Pennington,"Santa Rosa, CA",California,
Mr. Cross,"Charlotte, NC",North Carolina,
Rebecca Cvar,Texas,Texas,
Quinton Strong,"Tampa, FL ",Florida,
Jordan Rivard,"Sacramento, CA",California,
"BambaÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Neosho"," MO""",Missouri,
Matt Scott,"Danville, IN",Indiana,
kevin,"Rocky River, OH",Ohio,
Daniel Kingery,"Elkhorn, NE",Nebraska,
NBA.com,"Atlanta, GA",Georgia,
"deesobrazyÂ©¨¹¦Â©â¨¹¦¬""Atlanta"," GA""",Georgia,
Chris Crites,"Cypress, TX",Texas,
Ja'Melle Williams,"Clinton, NC",North Carolina,
TreyDay,"Dallas, TX",Texas,
Kell&,"Houston, TX",Texas,
Chad,"Raleigh, NC",North Carolina,
Mohamed Sakho Diaby,"Los Angeles, CA",California,
Prentice W. Young ,"Chula Vista, CA",California,
Michael Dominguez,"Paterson, NJ",New jersey,
J.WRIGHT !,VA,Virginia,
Matt Weatherly,"Greensboro, NC",North Carolina,
Aiden Jones,"Clinton, IN",Indiana,
Josh Carver,"Fort Collins, CO",Colorado,
Matthew Green,"Texarkana,TX",Texas,
"#KarimEnEDF Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Chicago"," IL""",Illinois,
TwaxxÂ©¨¹¦Â©â¨¹¦Ë,"Baytown, TX",Texas,
Yvette Bruce,"Alexandria, VA",Virginia,
Brazy Spazz,"Selma, NC",North Carolina,
Kevin Deaver,"Frisco, TX",Texas,
Jr Norfleet,"Fayetteville, NC",North Carolina,
"KalahÂ©¨¹¦Â©â¨¹¦¬""Killeen"," TX""",Texas,
Adrian Pulido,"Sugar Land, TX",Texas,
Alex,"Fayetteville, NC",North Carolina,
"DeAndreÂ©¨¹¦Â©â¨¹¦¬""Winnemucca"," NV""",Nevada,
Mrs. Bird,"Dallas, TX ",Texas,
Ryan Schulze,"Carlsbad, CA",California,
abe,Texas,Texas,
Jesse,Michigan,Michigan,
Jason Harper,"Dallas, TX",Texas,
Okan Mustafa,"Miami, FL",Florida,
Brent Tignor,"Ridgewood, NJ",New jersey,
Miciah Hutchinson,"Havelock, NC",North Carolina,
CARLOS GOMEZ,"LANSING, MI",Michigan,
Cglo Wavy,"Chicago, IL",Illinois,
Najatte Yahay,"Greensboro, NC",North Carolina,
Caitlin Brink,"Cleveland, MN",Minnesota,
Shane Potter,"Eugene, OR",Oregon,
Marc Luther,"PDX, OR",Oregon,
Cam Cam Bam,"Seattle, WA",Washington,
Rashawn,"Bluefield, WV",West Virginia,
Brian Williams,"Highlands Ranch, CO",Colorado,
V I S H N U,"San Diego, CA",California,
Kb Konnen,"Greensboro, NC",North Carolina,
Dallas Hilton,"Chicago, IL",Illinois,
RJ,"Buffalo, NY",New York,
Raheem Milner,"Clarksville, TN",Tennessee,
~& (5-5),"Dallas, TX",Texas,
Enrique / R,"San Diego, CA",California,
IG: FOH_imChulie,"Ocala, FL",Florida,
Mr. Ross,"Columbia, SC",South carolina,
Ivan,"Chicago, Illinois ",Illinois,
Brady Hughes,"Westborough, MA",Massachusetts,
Dante Hage,"St Clair Shores, MI",Michigan,
"SpOoKY sTEvEAsyÂ©¨¹¦Â©â¨¹¦¬""Garland"," TX""",Texas,
Devin Jenkins,"Gahanna, OH",Ohio,
Dennis Stoutenburgh,"Dallas, TX",Texas,
Jerard Swan,"Milwaukee, WI",Wisconsin,
ï¢D0{k^y,"Staten Island, NY",New York,
average_gamer_tre,"Newport News, VA",Virginia,
Carson Barber,"Lubbock, TX",Texas,
Ahunnaaa,Raleigh,Raleigh,
Tyler Rodriguez,"Plainfield, IL",Illinois,
Rob Taylor,"Wake Forest, NC",North Carolina,
Scottie Haralson,Mississippi,Mississippi,
Mortada,"Lynn, MA",Massachusetts,
Kiylan Bugg,"Elyria, OH",Ohio,
Raphael Moreno,"Carrollton, TX",Texas,
David,"Seattle, WA",Washington,
Ronnie,"Scottdale, PA",Pennsylvania,
Boston Â©¨¹¦Â©â¨¹¦¬Boston,Boston,,
Zack Richardson,"Royse City, Texas",Texas,
Young Seed,"Dallas, Texas - Tampa, Florida",Florida,
Liam Nee,"Boston, MA",Massachusetts,
Jay Gonzalez,"Dallas, TX",Texas,
Peter Fahrni,"Massillon, OH",Ohio,
"Treyana Danae' Â©¨¹¦Â©â¨¹¦¬""Killeen"," TX""",Texas,
k[ï¢¨¹ck,"Manhattan, NY",New York,
